Q1_res,Q1_cat,user_id,Total (MB),Downlink (Kbps),Uplink (Kbps),Downlink TCP Rate(%),Video Download (Kbps),Video Delay (ms),Web Download (Kbps),Web TCP RTT(ms),Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_all,outliers,LogisticRegression,RandomForest,GaussianNB,KNeighborsClassifier,AdaBoostClassifier,threshold,Q1_new,new_cls,STD Downlink (Kbps),STD Uplink (Kbps),STD Downlink TCP Rate(%),STD Video Download (Kbps),STD Video Delay (ms),STD Web Download (Kbps),STD Web TCP RTT(ms)
10,1,2524,129.8676,2646.17,137.67,1.26,9084.57,1460,1773.4,62,0,0,0,0,0,0,0,0,0,False,True,False,False,True,0.5,0,2,0.20949949155050837,0.1363697614876701,0.1100832562442183,0.3280549555073591,0.12445515026382198,0.15781918694730135,0.03773584905660377
10,1,1242,623.96385,6221.19,92.43,1.06,7234.22,1714,2229.95,42,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.49396226174884345,0.08947581188519069,0.091581868640148,0.26123654947129554,0.15359027299839412,0.19844868384635989,0.02556299452221546
10,1,88,494.39227999999997,1825.28,151.14,0.19,7780.82,1531,2164.29,144,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1441816350271571,0.15033221730432345,0.011100832562442183,0.28097494530954903,0.1325992200045882,0.192605440463615,0.08764455264759587
10,1,1738,309.2532,717.7,71.33,1.73,4843.29,1364,1055.14,74,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.056051981202487035,0.06760440745078934,0.15356151711378352,0.17489713717426772,0.11344345033264511,0.09389947948323873,0.04503956177723676
10,1,1871,609.4264900000001,1809.03,182.76,1.71,3427.2,1452,665.09,165,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1428886296689429,0.18310822717236944,0.15171137835337647,0.12376039190790769,0.12353750860289058,0.05918797961361264,0.10042604990870359
10,1,610,137.05819,589.35,150.03,7.24,2452.09,3132,1166.47,151,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.045839228111607455,0.1491816363127507,0.6632747456059204,0.0885479748463648,0.3162422573984859,0.10380700744243747,0.09190505173463177
10,1,478,164.07157,3117.92,30.63,1.19,10357.98,1044,4923.05,48,0,0,0,0,0,0,0,0,0,True,False,True,False,True,0.5,1,3,0.24703643171897305,0.025416437759787712,0.10360777058279369,0.37403935112461184,0.07673778389538885,0.43811421467289496,0.029214850882531954
10,1,3031,130.89408,541.92,142.56,1.69,1962.11,2044,1677.98,104,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.04206524385683208,0.1414385372073015,0.14986123959296946,0.07085419659384476,0.19144299151181463,0.14932752865333976,0.06329884357881924
10,1,1525,254.08902,908.79,286.5,1.11,1470.55,1080,743.94,546,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.07125692851948102,0.29064090470908954,0.09620721554116558,0.05310336260509269,0.08086717136958017,0.06620503323422543,0.332318928788801
10,1,241,194.35922,147.33,34.81,1.04,3959.31,1094,605.25,131,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.01066789097697098,0.029749256268593288,0.08973172987974097,0.1429755360891976,0.08247304427621013,0.053862672211488744,0.07973219720024345
10,1,1482,657.70273,688.1,153.95,1.29,2875.9,2105,2303.34,250,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.05369672221152454,0.15324494936407074,0.11285846438482885,0.1038522733099766,0.1984400091764166,0.2049798387635035,0.15216068167985392
10,1,139,216.69512000000003,1602.34,266.14,1.67,7049.36,1698,5573.85,119,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.12644239720806327,0.2695365542690701,0.14801110083256241,0.2545610283321453,0.1517549896765313,0.49603049236845365,0.07242848447961046
9,1,98,274.47638,225.48,21.42,3.29,1275.88,3046,660.48,198,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.016886252130474982,0.01586972520808931,0.2978723404255319,0.0460735903441472,0.30637760954347326,0.05877772448119634,0.12051125989044431
9,1,755,858.1577199999999,1919.69,66.35,0.41,2359.4,2375,1819.69,441,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.15169379723448037,0.062442341380489874,0.03145235892691951,0.08520082535816918,0.22941041523285158,0.16193864683440556,0.2684114424832623
10,1,701,770.56213,862.2,125.34,4.42,1234.37,2860,1450.39,90,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.06754978269553027,0.12358898344614555,0.40240518038852907,0.04457461337516457,0.2850424409268181,0.12907374002283548,0.054777845404747415
10,1,1561,797.26078,1570.26,52.23,0.44,6255.48,1880,1591.89,373,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.12388980570704716,0.04780612192012273,0.034227567067530065,0.22589304866132073,0.1726313374627208,0.14166616979222937,0.22702373706634205
10,1,2864,147.64234,1961.9,72.49,0.66,3549.16,1980,1972.87,145,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1550524283834171,0.06880681641495548,0.054579093432007404,0.12816451696541484,0.1841018582243634,0.17557050826250276,0.08825319537431528
9,1,518,744.92512,616.35,164.08,0.58,2550.95,3794,3133.16,67,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.04798760624525567,0.16374529661148715,0.04717853839037928,0.0921179305956691,0.3921771048405598,0.2788275424471674,0.04077906269020085
9,1,1319,228.6719,11982.09,96.5,1.46,14778.42,1057,6977.47,96,0,0,0,0,0,0,0,0,0,True,False,True,True,False,0.5,1,3,0.952354542864918,0.09369460885429083,0.1285846438482886,0.5336668566117125,0.07822895159440238,0.6209420561346491,0.05842970176506391
10,1,283,508.18095999999997,2018.69,301.71,1.56,3337.86,4037,1469.86,76,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.15957118372452384,0.3064069739719921,0.13783533765032377,0.12053421502501424,0.42005047029135123,0.13080642276212945,0.04625684723067559
10,1,735,273.01782000000003,4290.96,80.39,1.93,8125.17,919,1186.79,72,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.3403747089743325,0.07699563608470764,0.17206290471785382,0.293409845797845,0.06239963294333563,0.10561533375278435,0.04382227632379793
10,1,2673,256.93692000000004,1237.46,98.06,1.44,4142.64,1303,1284.11,351,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.09740905597082027,0.09531164159920393,0.1267345050878816,0.149595807053389,0.10644643266804313,0.1142760776761583,0.21363359707851493
10,1,1423,617.00433,2572.76,243.2,0.84,2285.81,1748,2393.8,87,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.2036582901138004,0.2457578804432328,0.07123034227567067,0.08254340027632309,0.1574902500573526,0.21303009457226232,0.05295191722458917
10,1,330,442.70912999999996,2624.73,294.94,0.95,7457.55,1443,1238.13,149,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.20779352017327068,0.2993894664828501,0.08140610545790933,0.26930126945401994,0.12250516173434274,0.11018420544437929,0.09068776628119293
10,1,2973,324.66015,587.5,194.88,0.63,2063.82,1813,1795.34,130,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.045692024424672295,0.19567132772900186,0.05180388529139686,0.07452706933571956,0.16494608855242027,0.15977168100483138,0.07912355447352404
9,1,1622,524.58272,628.61,28.08,1.29,6006.75,1730,2536.74,127,0,0,0,0,0,0,0,0,0,False,True,False,True,True,0.5,1,3,0.048963129057052975,0.02277321115752594,0.11285846438482885,0.2169111035518279,0.15542555632025695,0.22575067345026345,0.0772976262933658
9,1,1426,218.91986,7750.86,279.72,0.36,4715.71,1531,2973.76,36,0,0,0,0,0,0,0,0,0,True,True,True,True,True,0.5,1,3,0.6156774313672756,0.2836130316254289,0.02682701202590194,0.1702900670296567,0.1325992200045882,0.26464214806383607,0.021911138161898967
10,1,179,519.07016,4344.0,301.39,0.4,13444.5,1118,8174.97,47,0,0,0,0,0,0,0,0,0,True,True,True,False,True,0.5,1,3,0.34459507846354365,0.30607527494739456,0.030527289546716005,0.485497370741674,0.08522596925900436,0.7275104988827,0.028606208155812538
10,1,1374,619.26762,1635.82,40.9,0.28,17366.78,951,2541.61,151,0,0,0,0,0,0,0,0,0,False,False,True,True,False,0.5,0,2,0.12910638609378705,0.036061903330465515,0.01942645698427382,0.6271357081519646,0.06607019958706126,0.2261840666161783,0.09190505173463177
10,1,1849,711.02995,2486.31,99.86,0.57,10028.92,1433,6814.61,79,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.19677950160810082,0.09717744861256518,0.046253469010175755,0.36215659127365013,0.12135810965817848,0.6064487479209142,0.04808277541083384
10,1,1692,684.26422,928.02,65.19,2.99,3783.66,1311,1080.5,265,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,2,0.07278705116800159,0.061239932416323736,0.2701202590194265,0.13663259933656455,0.10736407432897453,0.09615632767371102,0.16129032258064516
10,1,2049,354.80498,3223.59,136.42,0.17,20538.45,508,2863.9,328,0,0,0,0,0,0,0,0,0,False,False,True,False,True,0.5,0,2,0.25544454717758813,0.1350740621728359,0.009250693802035153,0.741668598617229,0.015255792612984629,0.25486543898634056,0.19963481436396835
9,1,2795,316.9185,2401.45,327.37,1.2,4931.51,1324,2428.0,42,0,0,0,0,0,0,0,0,0,False,True,False,False,False,0.5,0,2,0.19002722870360497,0.33300508950690866,0.10453283996299721,0.17808286948464225,0.10885524202798808,0.2160736359016847,0.02556299452221546
10,1,2222,178.42898,707.77,435.2,2.37,6552.42,1204,2081.22,43,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.055261855466667516,0.4447772952017663,0.2127659574468085,0.2366159159504005,0.09509061711401698,0.1852128387608337,0.026171637248934874
10,1,2068,148.22752,3097.34,166.91,2.77,2955.75,1289,4596.88,73,0,0,0,0,0,0,0,0,0,False,False,True,True,False,0.5,0,2,0.2453988901637701,0.16667875986027175,0.24976873265494912,0.10673575466322309,0.10484055976141317,0.40908755164898536,0.044430919050517347
10,1,594,415.23489,2927.36,347.74,1.93,3957.9,1242,1523.09,77,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.23187365626904696,0.35411980554144684,0.17206290471785382,0.14292461926129432,0.09944941500344115,0.1355434901587714,0.04686548995739501
10,1,1499,692.703,774.51,121.05,3.81,1093.17,2720,598.76,123,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.06057232793480389,0.11914214339763457,0.3459759481961147,0.03947570833974308,0.26898371186051845,0.05328511129839075,0.07486305538648813
9,1,2052,408.39194,389.4,62.16,1.44,2021.44,2015,545.42,168,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.029929294488534822,0.05809915727716563,0.1267345050878816,0.07299667560058384,0.1881165404909383,0.04853825473373018,0.10225197808886184
9,1,1045,524.52823,1017.26,45.64,2.64,5334.97,1965,1273.36,119,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.07988783874751147,0.040975195132316816,0.23774283071230343,0.1926523045100754,0.182381280110117,0.11331940898343049,0.07242848447961046
10,1,1728,653.8862799999999,943.33,98.8,0.66,5684.52,1567,1960.3,69,0,0,0,0,0,0,0,0,0,False,True,False,False,False,0.5,0,2,0.07400526113934064,0.09607869559358577,0.054579093432007404,0.20527498337078068,0.13672860747877955,0.17445187333528522,0.041996348143639686
9,1,2045,231.98201,830.39,22.5,2.84,993.63,4283,918.98,141,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.06501867497585065,0.01698920941610606,0.25624421831637373,0.0358811969571237,0.448267951364992,0.08178226932493007,0.08581862446743761
9,1,2839,850.27723,2519.42,179.53,1.43,2424.07,2167,1349.36,86,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1994140497564376,0.17976014014283787,0.12580943570767805,0.08753613830888242,0.205551732048635,0.12008283415992474,0.05234327449786975
10,1,2585,120.81986,241.49,355.08,0.52,3330.96,1430,1474.05,243,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.018160160794167872,0.3617281519181532,0.041628122109158186,0.1202850475693173,0.1210139940353292,0.13117930107120196,0.147900182592818
10,1,766,548.35554,1776.92,191.2,1.92,3033.1,2039,2124.38,32,0,0,0,0,0,0,0,0,0,False,False,False,False,True,0.5,0,2,0.14033365108111165,0.19185678894612998,0.1711378353376503,0.10952895795281128,0.1908694654737325,0.1890537523215902,0.019476567255021303
10,1,1761,481.47999000000004,214.44,42.91,2.52,1436.6,2695,143.61,1150,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.01600780418249438,0.038145387828718916,0.22664199814986125,0.0518773865006128,0.2661160816701078,0.012780203810478149,0.699939135727328
10,1,1255,765.36985,2186.68,528.7,1.1,6405.7,1315,131.17,45,0,0,0,0,0,0,0,0,0,False,False,True,False,True,0.5,0,2,0.17293807419384097,0.5416956039513646,0.09528214616096208,0.23131767695042144,0.10782289515944024,0.011673137900009877,0.027388922702373707
10,1,1804,755.1907,4472.78,125.53,1.46,7379.73,1592,2196.7,145,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.35484204646544054,0.12378592974200035,0.1285846438482886,0.2664910938884639,0.1395962376691902,0.19548968533164365,0.08825319537431528
9,1,3084,862.6441599999999,28.33,152.22,1.2,295.05,4727,1298.11,124,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.0011991132768177269,0.15145170151234022,0.10453283996299721,0.010654617072954065,0.499197063546685,0.11552197178761776,0.07547169811320754
10,1,79,408.76574,1028.11,506.71,0.53,5001.85,2780,2012.2,175,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.08075116847899602,0.5189016616048013,0.0425531914893617,0.18062293308373256,0.275866024317504,0.17907058079133856,0.10651247717589775
10,1,1888,663.8081099999999,2894.42,103.72,1.69,9804.55,1666,2811.27,95,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.22925263494599615,0.10117856809677318,0.14986123959296946,0.35405431561644385,0.1480844230328057,0.25018176705161826,0.05782105903834449
10,1,3047,606.20237,4322.5,235.79,1.17,7861.12,1113,1964.28,60,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.3428843329126756,0.23807697490489566,0.10175763182238666,0.28387467671425404,0.08465244322092223,0.17480606323268585,0.036518563603164945
9,1,193,614.18835,1994.3,164.1,1.26,3660.15,2353,3170.4,72,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.15763048214379494,0.1637660278005245,0.1100832562442183,0.1321725018795893,0.22688690066529021,0.2821416207836496,0.04382227632379793
10,1,1805,114.43671,1195.03,84.5,1.14,6124.5,1287,2723.0,177,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,2,0.09403291951857233,0.0812558954318825,0.09898242368177611,0.22116320035013443,0.10461114934618032,0.24232640467886635,0.10772976262933658
10,1,2067,561.6553299999999,1307.84,471.09,1.51,5064.1,1441,1955.34,226,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.1030091616391966,0.48197941392928584,0.1332099907493062,0.18287085686882454,0.1222757513191099,0.17401047085008245,0.13755325623858794
10,1,1659,743.5609099999999,625.61,432.06,1.14,1776.59,2217,1482.78,164,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.0487244203755365,0.44152249852290276,0.09898242368177611,0.0641548420458887,0.2112869924294563,0.13195620504213346,0.09981740718198417
10,1,2281,348.58087,5174.74,298.8,0.84,9872.93,1624,1836.89,70,0,0,0,0,0,0,0,0,0,False,True,True,False,False,0.5,0,2,0.41069669515787394,0.30339058596705815,0.07123034227567067,0.3565236012136261,0.1432668043129158,0.16346931674277004,0.0426049908703591
10,1,386,539.41965,2105.59,64.8,0.55,11293.61,1219,2448.9,128,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.16648577853245086,0.06083567423009546,0.04440333024976873,0.4078260970048627,0.09681119522826337,0.21793357782522066,0.07790626902008521
10,1,75,736.4001599999999,1666.43,107.39,2.29,4465.51,1677,2574.8,172,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1315420103408601,0.10498274128512641,0.2053654024051804,0.16125503841873276,0.14934618031658636,0.22913772558470258,0.1046865489957395
10,1,1015,794.90195,2298.65,287.8,1.72,3210.44,1937,1595.89,130,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.18184747788364067,0.29198843199651714,0.15263644773358,0.11593292267647737,0.17916953429685709,0.14202213953836065,0.07912355447352404
10,1,1829,266.96806000000004,610.51,315.69,1.58,6268.69,893,4558.3,109,0,0,0,0,0,0,0,0,0,False,False,True,False,True,0.5,0,2,0.04752292001190361,0.32089807510909785,0.13968547641073079,0.22637007794969127,0.059417297545308556,0.4056542234475492,0.06634205721241632
10,1,3048,476.215,904.52,101.19,1.4,3408.67,1742,1166.06,215,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,2,0.07091716649612258,0.09855607268354877,0.12303422756706751,0.1230912509000723,0.15680201881165404,0.103770520543459,0.13085818624467438
10,1,2006,301.27893,2444.68,153.48,0.41,11015.26,1104,2668.89,72,0,0,0,0,0,0,0,0,0,False,True,True,False,False,0.5,0,2,0.19346702080425726,0.1527577664216931,0.03145235892691951,0.3977745373971462,0.0836200963523744,0.2375110239380755,0.04382227632379793
10,1,1199,775.0990400000001,3569.69,111.08,1.07,2309.56,1922,1385.36,81,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.282983572068538,0.10880764566251697,0.09250693802035152,0.08340104188107707,0.1774489561826107,0.12328656187510623,0.049300060864272674
10,1,839,118.54533,1872.64,89.12,2.55,2524.05,2362,1326.28,287,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1479500494126971,0.08604480009950971,0.22941720629047177,0.09114653863070567,0.22791924753383805,0.11802888872474729,0.1746804625684723
9,1,21,218.73984,8115.33,108.34,2.37,13224.96,704,5583.33,52,0,0,0,0,0,0,0,0,0,True,True,True,True,False,0.5,1,3,0.6446781490847113,0.10596747276440041,0.2127659574468085,0.47756951230345557,0.037738013305804084,0.4968741406667847,0.03164942178940962
10,1,731,390.88829,1913.41,237.88,2.98,5611.7,1495,1642.36,67,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1511941003945059,0.24024338415929844,0.26919518963922295,0.20264536393254132,0.12846983253039687,0.14615761806404073,0.04077906269020085
10,1,2530,566.0536,2422.47,151.0,0.55,5414.98,1648,2046.63,61,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.19169978086543035,0.15018709898106203,0.04440333024976873,0.195541563659396,0.14601972929571003,0.18213459038116353,0.03712720632988436
10,1,638,364.04355,1259.76,58.26,1.08,7420.82,1903,2078.69,48,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.09918345717009268,0.054056575414882915,0.09343200740055504,0.267974904142752,0.1752695572378986,0.18498768789640568,0.029214850882531954
10,1,792,664.1578099999999,1566.07,153.85,1.11,3085.8,2758,1647.89,134,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.12355640924852916,0.15314129341888402,0.09620721554116558,0.11143201953472853,0.2733425097499427,0.14664974623806723,0.0815581253804017
10,1,1090,291.87913,898.2,316.45,1.15,2179.08,7565,2813.25,226,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.07041428687372789,0.32168586029251706,0.09990749306197963,0.0786892491826224,0.8247304427621014,0.2503579720759533,0.13755325623858794
10,1,2815,385.55429,1452.64,157.23,1.53,4189.5,1319,1734.6,106,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1145308340003915,0.1566448643661957,0.13506012950971322,0.15128797907860042,0.10828171598990594,0.15436628040982797,0.06451612903225806
9,1,1857,489.61435,2594.47,425.21,0.56,3331.35,1939,1270.69,103,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.20538574527237455,0.4344220662776113,0.04532839962997225,0.12029913094724799,0.17939894471208992,0.11308179917788788,0.06269020085209982
10,1,108,127.24798,2648.4,372.55,0.59,11380.07,995,937.6,81,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.2096769316704356,0.3798368455422761,0.04810360777058279,0.4109482735584218,0.07111722872218398,0.08343930849317117,0.049300060864272674
10,1,321,175.4415,380.26,252.56,1.32,11875.29,998,2418.41,54,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.02920202870551465,0.25546007691271133,0.11563367252543941,0.4288312746323697,0.07146134434503326,0.21522019843533496,0.032866707242848445
10,1,3080,288.0684,294.02,154.58,1.95,1920.01,2490,1291.6,425,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.022339949807521235,0.1538979818187472,0.17391304347826086,0.06933391400183878,0.24260151410874053,0.11494263102578911,0.25867315885575165
10,1,2039,165.00656999999998,1066.62,487.02,2.97,5456.47,972,1027.41,152,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.08381539225406243,0.49849180599753296,0.2682701202590195,0.1970398184038694,0.06847900894700619,0.09143171921818366,0.09251369446135119
9,1,556,646.1668,1270.44,172.91,0.99,6609.79,1371,3086.38,215,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,2,0.1000332600762913,0.17289811657147594,0.08510638297872339,0.23868761695523147,0.11424638678596008,0.27466447626616214,0.13085818624467438
10,1,144,178.08393999999998,1357.57,62.78,0.26,1255.52,2966,1013.01,253,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1069661558831346,0.058741824137323394,0.01757631822386679,0.0453383657937139,0.2972011929341592,0.09015022813211106,0.15398660986001217
9,1,2592,855.6509800000001,5199.64,477.47,0.99,6648.64,1718,3175.83,118,0,0,0,0,0,0,0,0,0,False,False,True,True,False,0.5,0,2,0.4126779772144607,0.4885926632321997,0.08510638297872339,0.24009053806448166,0.15404909382885984,0.2826248497140228,0.07181984175289105
10,1,2561,506.45512,560.73,58.27,0.57,5161.17,1467,4660.55,84,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.043561947289940346,0.0540669410094016,0.046253469010175755,0.1863761735245495,0.12525808671713695,0.41475370008303,0.05112598904443092
9,1,2483,416.93912,2430.24,270.37,0.61,4795.99,1861,2646.7,253,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.192318036350558,0.27392120075046905,0.04995374653098982,0.17318907620985244,0.17045193851800872,0.23553628177141223,0.15398660986001217
10,1,2667,110.20081,2022.2,189.36,1.49,2158.52,1808,1263.96,89,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.1598504728818981,0.18994951955469405,0.13135985198889916,0.07794680238709645,0.16437256251433816,0.11248288008002201,0.054169202678027994
10,1,1534,332.1956,2946.83,188.05,0.65,10161.88,1213,6484.2,151,0,0,0,0,0,0,0,0,0,True,False,True,False,False,0.5,0,2,0.23342287561208885,0.18859162667274781,0.05365402405180389,0.3669579398112538,0.09612296398256481,0.5770447569661055,0.09190505173463177
10,1,681,155.04921000000002,225.72,149.3,1.3,6186.46,1088,2008.88,101,0,0,0,0,0,0,0,0,0,False,True,False,True,False,0.5,0,2,0.0169053488249963,0.14842494791288754,0.11378353376503238,0.22340065187984207,0.08178481303051159,0.1787751259020496,0.06147291539866099
10,1,2866,855.97384,2579.65,212.18,1.04,7186.33,2262,1788.84,164,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.2042065243856832,0.21360380624630726,0.08973172987974097,0.2595071828838569,0.21644872677219545,0.15919323016736808,0.09981740718198417
10,1,68,667.94216,2002.11,739.01,1.03,3575.88,2420,2720.44,211,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,2,0.1582519204113428,0.7596944222735894,0.08880666049953746,0.12912940890979488,0.23457214957559072,0.24209858404134232,0.12842361533779673
9,1,2847,207.60686,616.95,156.38,0.3,13886.31,1299,3171.52,107,0,0,0,0,0,0,0,0,0,False,False,True,False,True,0.5,0,2,0.048035347981558965,0.15576378883210845,0.021276595744680847,0.5014516712636257,0.10598761183757742,0.28224129231256634,0.06512477175897748
10,1,1267,324.41772000000003,144.31,45.15,2.65,406.73,1939,312.41,1156,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.010427590904244402,0.04046728100090181,0.23866790009250693,0.01468751873269821,0.17939894471208992,0.02780212709721801,0.7035909920876445
10,1,828,129.28721000000002,3872.58,77.86,0.83,6944.79,1385,1196.25,66,0,0,0,0,0,0,0,0,0,False,True,False,False,False,0.5,0,2,0.30708439625004574,0.0743731406714832,0.07030527289546716,0.25078487748544537,0.11585225969259004,0.10645720220238482,0.04017041996348144
10,1,1253,258.17085,707.77,181.28,1.71,4967.96,1387,2079.8,72,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,2,0.055261855466667516,0.18157411918360575,0.15171137835337647,0.17939912365278046,0.1160816701078229,0.18508646950095714,0.04382227632379793
10,1,1168,155.13703,1978.55,336.52,2.59,4034.99,2175,1004.68,151,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.15637726156583348,0.342489608491495,0.23311748381128583,0.14570843363226205,0.20646937370956642,0.08940892113579267,0.09190505173463177
10,1,1213,302.73389,2189.22,248.66,2.15,3516.84,1906,3229.91,45,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.17314018087752492,0.2514174950504286,0.19241443108233117,0.12699740215844016,0.1756136728607479,0.28743756068171766,0.027388922702373707
10,1,858,590.23964,1521.09,124.17,2.3,4437.65,1409,2521.46,91,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.11997737041699225,0.12237620888746074,0.2062904717853839,0.16024897967732452,0.11860518467538426,0.224390869020042,0.05538648813146683
9,1,1410,327.9807,931.07,184.01,1.54,1292.89,1381,1250.17,198,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.07302973832754334,0.18440392648720363,0.13598519888991673,0.046687842289278365,0.11539343886212435,0.11125567438023443,0.12051125989044431
9,1,2187,214.74372000000002,568.5,65.59,1.86,1790.69,6205,965.17,140,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.044180202775068,0.061654556197070685,0.16558741905642924,0.06466401032492158,0.6687313604037624,0.08589282996838099,0.0852099817407182
10,1,598,529.97572,969.02,23.22,0.94,1208.42,1137,839.25,72,0,0,0,0,0,0,0,0,0,False,True,False,False,True,0.5,0,2,0.07604940314872666,0.01773553222145056,0.08048103607770582,0.043637527074391294,0.08740536820371644,0.07468690236016841,0.04382227632379793
10,1,2813,469.63957999999997,692.59,210.91,2.47,1754.37,2409,1581.82,715,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.054053989538194194,0.2122873757424357,0.22201665124884368,0.06335245061609361,0.23331039229181005,0.14077001595634386,0.4351795496043822
10,1,2912,205.71556999999999,1027.53,96.34,0.95,4564.68,1804,1309.87,272,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,2,0.08070501813390285,0.09352875934199206,0.08140610545790933,0.16483618864793073,0.16391374168387246,0.11656852284124372,0.16555082166768106
